job_no,job_type,category
6191,Id-15566,Permanent,Regulatory Affairs
6192,Id-15567,Permanent,Medical Information and Pharmacovigilance
6193,Id-15570,Temporary/Seasonal,Pharmacy
6194,Id-15573,Temporary/Seasonal,Pharmacy
6195,Id-15574,Part-Time,Pharmacy
6196,Id-15577,Permanent,Medical Information and Pharmacovigilance
6197,Id-15579,Temporary/Seasonal,Pharmacy
6198,Id-15581,Permanent,Science
6199,Id-15584,Permanent,Regulatory Affairs
6200,Id-15586,Permanent,Science
6201,Id-15603,Permanent,Science
6202,Id-15605,Permanent,Science
6203,Id-15608,Permanent,Science
6204,Id-15614,Permanent,Medical Information and Pharmacovigilance
6205,Id-15615,Permanent,Science
6206,Id-15616,Permanent,Pharmaceutical Marketing
6207,Id-15617,Permanent,Regulatory Affairs
6208,Id-15619,Permanent,Science
6209,Id-15622,Permanent,Science
6210,Id-15625,Permanent,Quality-assurance
6211,Id-15626,Permanent,Science
6212,Id-15628,Permanent,Quality-assurance
6213,Id-15629,Permanent,Medical Information and Pharmacovigilance
6214,Id-15630,Permanent,Regulatory Affairs
6215,Id-15632,Temporary/Seasonal,Pharmacy
6216,Id-15636,Permanent,Quality-assurance
6217,Id-15637,Temporary/Seasonal,Science
6218,Id-15638,Permanent,Manufacturing & Operations
6219,Id-15641,Permanent,Science
6220,Id-15642,Permanent,Pharmacy
6221,Id-15648,Permanent,Medical Information and Pharmacovigilance
6222,Id-15654,Permanent,Science
6223,Id-15655,Permanent,Data Management and Statistics
6224,Id-15658,Permanent,Quality-assurance
6225,Id-15659,Temporary/Seasonal,Pharmacy
6226,Id-15660,Permanent,Medical Affairs / Pharmaceutical Physician
6227,Id-15662,Permanent,Regulatory Affairs
6228,Id-15663,Permanent,Regulatory Affairs
6229,Id-15664,Permanent,Science
6230,Id-15665,Permanent,Science
6231,Id-15666,Any,Pharmacy
6232,Id-15667,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
6233,Id-15669,Permanent,Regulatory Affairs
6234,Id-15670,Permanent,Science
6235,Id-15672,Permanent,Manufacturing & Operations
6236,Id-15673,Permanent,Science
6237,Id-15674,Temporary/Seasonal,Regulatory Affairs
6238,Id-15675,Temporary/Seasonal,Pharmacy
6239,Id-15677,Permanent,Regulatory Affairs
6240,Id-15679,Permanent,Pharmacy
6241,Id-15680,Permanent,Science
6242,Id-15681,Temporary/Seasonal,Regulatory Affairs
6243,Id-15683,Permanent,Regulatory Affairs
6244,Id-15684,Permanent,Regulatory Affairs
6245,Id-15685,Temporary/Seasonal,Medical Information and Pharmacovigilance
6246,Id-15689,Permanent,Science
6247,Id-15690,Temporary/Seasonal,Science
6248,Id-15698,Permanent,Regulatory Affairs
6249,Id-15699,Permanent,Science
6250,Id-15702,Permanent,Science
6251,Id-15708,Permanent,Science
6252,Id-15713,Permanent,Manufacturing & Operations
6253,Id-15714,Permanent,Pharmacy
6254,Id-15717,Part-Time,Pharmacy
6255,Id-15719,Temporary/Seasonal,Regulatory Affairs
6256,Id-15720,Permanent,Science
6257,Id-15722,Permanent,Medical Information and Pharmacovigilance
6258,Id-15724,Permanent,Science
6259,Id-15725,Permanent,Regulatory Affairs
6260,Id-15726,Permanent,Science
6261,Id-15728,Permanent,Pharmacy
6262,Id-15732,Permanent,Science
6263,Id-15733,Temporary/Seasonal,Regulatory Affairs
6264,Id-15736,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
6265,Id-15740,Permanent,Regulatory Affairs
6266,Id-15743,Temporary/Seasonal,Pharmacy
6267,Id-15746,Permanent,Regulatory Affairs
6268,Id-15748,Permanent,Science
6269,Id-15752,Temporary/Seasonal,Regulatory Affairs
6270,Id-15753,Permanent,Quality-assurance
6271,Id-15755,Permanent,Science
6272,Id-15756,Permanent,Science
6273,Id-15758,Permanent,Science
6274,Id-15762,Permanent,Regulatory Affairs
6275,Id-15764,Permanent,Science
6276,Id-15765,Temporary/Seasonal,Medical Information and Pharmacovigilance
6277,Id-15766,Permanent,Science
6278,Id-15770,Temporary/Seasonal,Science
6279,Id-15773,Permanent,Clinical Research
6280,Id-15775,Permanent,Science
6281,Id-15777,Permanent,Science
6282,Id-15778,Permanent,Pharmacy
6283,Id-15781,Permanent,Science
6284,Id-15782,Permanent,Science
6285,Id-15784,Permanent,Medical Information and Pharmacovigilance
6286,Id-15786,Permanent,Science
6287,Id-15789,Permanent,Regulatory Affairs
6288,Id-15793,Permanent,Science
6289,Id-15798,Permanent,Quality-assurance
6290,Id-15799,Temporary/Seasonal,Regulatory Affairs
6291,Id-15800,Permanent,Medical Information and Pharmacovigilance
6292,Id-15801,Permanent,Regulatory Affairs
6293,Id-15802,Permanent,Science
6294,Id-15804,Temporary/Seasonal,Science
6295,Id-15808,Permanent,Manufacturing & Operations
6296,Id-15814,Permanent,Regulatory Affairs
6297,Id-15815,Permanent,Regulatory Affairs
6298,Id-15818,Permanent,Science
6299,Id-15820,Permanent,Science
6300,Id-15823,Permanent,Regulatory Affairs
6301,Id-15825,Permanent,Science
6302,Id-15826,Permanent,Medical Affairs / Pharmaceutical Physician
6303,Id-15827,Part-Time,Pharmacy
6304,Id-15828,Permanent,Regulatory Affairs
6305,Id-15830,Temporary/Seasonal,Pharmacy
6306,Id-15832,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
6307,Id-15833,Temporary/Seasonal,Pharmacy
6308,Id-15834,Temporary/Seasonal,Pharmacy
6309,Id-15838,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
6310,Id-15839,Permanent,Medical Affairs / Pharmaceutical Physician
6311,Id-15842,Temporary/Seasonal,Pharmacy
6312,Id-15846,Permanent,Clinical Research
6313,Id-15847,Permanent,Quality-assurance
6314,Id-15848,Permanent,Science
6315,Id-15850,Temporary/Seasonal,Regulatory Affairs
6316,Id-15854,Permanent,Regulatory Affairs
6317,Id-15855,Temporary/Seasonal,Pharmacy
6318,Id-15856,Temporary/Seasonal,Medical Information and Pharmacovigilance
6319,Id-15857,Permanent,Science
6320,Id-15859,Temporary/Seasonal,Pharmacy
6321,Id-15860,Any,Pharmacy
6322,Id-15866,Permanent,Clinical Research
6323,Id-15868,Permanent,Regulatory Affairs
6324,Id-15869,Permanent,Science
6325,Id-15870,Permanent,Science
6326,Id-15873,Permanent,Science
6327,Id-15874,Permanent,Science
6328,Id-15875,Permanent,Clinical Research
6329,Id-15879,Permanent,Quality-assurance
6330,Id-15881,Permanent,Science
6331,Id-15882,Permanent,Medical Affairs / Pharmaceutical Physician
6332,Id-15883,Temporary/Seasonal,Regulatory Affairs
6333,Id-15884,Permanent,Science
6334,Id-15885,Permanent,Science
6335,Id-15887,Permanent,Science
6336,Id-15890,Any,Pharmacy
6337,Id-15892,Permanent,Science
6338,Id-15896,Permanent,Regulatory Affairs
6339,Id-15898,Temporary/Seasonal,Pharmacy
6340,Id-15899,Permanent,Clinical Research
6341,Id-15902,Permanent,Science
6342,Id-15905,Temporary/Seasonal,Regulatory Affairs
6343,Id-15907,Temporary/Seasonal,Pharmacy
6344,Id-15909,Permanent,Science
6345,Id-15912,Permanent,Science
6346,Id-15918,Permanent,Science
6347,Id-15919,Permanent,Regulatory Affairs
6348,Id-15921,Permanent,Science
6349,Id-15923,Permanent,Science
6350,Id-15928,Permanent,Pharmacy
6351,Id-15929,Temporary/Seasonal,Regulatory Affairs
6352,Id-15930,Temporary/Seasonal,Quality-assurance
6353,Id-15931,Permanent,Science
6354,Id-15932,Permanent,Science
6355,Id-15937,Temporary/Seasonal,Pharmacy
6356,Id-15938,Permanent,Medical Information and Pharmacovigilance
6357,Id-15943,Permanent,Quality-assurance
6358,Id-15950,Any,Pharmacy
6359,Id-15951,Temporary/Seasonal,Pharmacy
6360,Id-15952,Permanent,Medical Information and Pharmacovigilance
6361,Id-15955,Permanent,Clinical Research
6362,Id-15958,Permanent,Pharmaceutical Marketing
6363,Id-15967,Permanent,Science
6364,Id-15969,Permanent,Medical Affairs / Pharmaceutical Physician
6365,Id-15972,Permanent,Science
6366,Id-15977,Temporary/Seasonal,Pharmacy
6367,Id-15978,Permanent,Science
6368,Id-15982,Temporary/Seasonal,Regulatory Affairs
6369,Id-15984,Permanent,Quality-assurance
6370,Id-15985,Permanent,Science
6371,Id-15987,Permanent,Medical Information and Pharmacovigilance
6372,Id-15989,Permanent,Science
6373,Id-15992,Permanent,Science
6374,Id-15997,Permanent,Science
6375,Id-15999,Temporary/Seasonal,Pharmacy
6376,Id-16000,Temporary/Seasonal,Medical Information and Pharmacovigilance
6377,Id-16004,Permanent,Quality-assurance
6378,Id-16005,Permanent,Science
6379,Id-16007,Permanent,Medical Affairs / Pharmaceutical Physician
6380,Id-16010,Temporary/Seasonal,Pharmacy
6381,Id-16014,Permanent,Data Management and Statistics
6382,Id-16018,Permanent,Science
6383,Id-16019,Permanent,Science
6384,Id-16022,Permanent,Medical Information and Pharmacovigilance
6385,Id-16024,Permanent,Science
6386,Id-16025,Permanent,Science
6387,Id-16026,Permanent,Pharmacy
6388,Id-16032,Permanent,Science
6389,Id-16034,Temporary/Seasonal,Regulatory Affairs
6390,Id-16035,Permanent,Science
6391,Id-16037,Permanent,Pharmacy
6392,Id-16039,Permanent,Pharmacy
6393,Id-16041,Permanent,Medical Information and Pharmacovigilance
6394,Id-16042,Temporary/Seasonal,Pharmacy
6395,Id-16044,Temporary/Seasonal,Pharmacy
6396,Id-16046,Permanent,Regulatory Affairs
6397,Id-16047,Permanent,Science
6398,Id-16049,Permanent,Manufacturing & Operations
6399,Id-16051,Temporary/Seasonal,Pharmacy
6400,Id-16057,Permanent,Science
6401,Id-16059,Permanent,Science
6402,Id-16062,Permanent,Science
6403,Id-16064,Permanent,Medical Affairs / Pharmaceutical Physician
6404,Id-16066,Permanent,Science
6405,Id-16069,Permanent,Regulatory Affairs
6406,Id-16070,Permanent,Science
6407,Id-16074,Temporary/Seasonal,Medical Information and Pharmacovigilance
6408,Id-16075,Temporary/Seasonal,Pharmacy
6409,Id-16077,Temporary/Seasonal,Pharmacy
6410,Id-16078,Permanent,Pharmacy
6411,Id-16079,Permanent,Science
6412,Id-16080,Permanent,Science
6413,Id-16081,Permanent,Science
6414,Id-16084,Temporary/Seasonal,Regulatory Affairs
6415,Id-16088,Permanent,Science
6416,Id-16089,Permanent,Science
6417,Id-16090,Temporary/Seasonal,Pharmacy
6418,Id-16091,Permanent,Science
6419,Id-16092,Permanent,Regulatory Affairs
6420,Id-16093,Permanent,Clinical Research
6421,Id-16094,Permanent,Science
6422,Id-16095,Temporary/Seasonal,Regulatory Affairs
6423,Id-16099,Permanent,Manufacturing & Operations
6424,Id-16101,Permanent,Regulatory Affairs
6425,Id-16105,Permanent,Medical Information and Pharmacovigilance
6426,Id-16109,Permanent,Science
6427,Id-16112,Permanent,Regulatory Affairs
6428,Id-16119,Permanent,Regulatory Affairs
6429,Id-16123,Temporary/Seasonal,Pharmacy
6430,Id-16124,Permanent,Medical Information and Pharmacovigilance
6431,Id-16129,Permanent,Medical Affairs / Pharmaceutical Physician
6432,Id-16131,Permanent,Pharmacy
6433,Id-16132,Permanent,Science
6434,Id-16133,Temporary/Seasonal,Medical Information and Pharmacovigilance
6435,Id-16134,Permanent,Science
6436,Id-16148,Permanent,Science
6437,Id-16149,Permanent,Regulatory Affairs
6438,Id-16151,Temporary/Seasonal,Science
6439,Id-16152,Permanent,Regulatory Affairs
6440,Id-16154,Any,Regulatory Affairs
6441,Id-16155,Permanent,Science
6442,Id-16158,Permanent,Regulatory Affairs
6443,Id-16159,Permanent,Regulatory Affairs
6444,Id-16162,Temporary/Seasonal,Regulatory Affairs
6445,Id-16163,Permanent,Medical Information and Pharmacovigilance
6446,Id-16167,Permanent,Regulatory Affairs
6447,Id-16171,Permanent,Regulatory Affairs
6448,Id-16174,Permanent,Medical Information and Pharmacovigilance
6449,Id-16178,Temporary/Seasonal,Pharmacy
6450,Id-16180,Permanent,Science
6451,Id-16183,Permanent,Science
6452,Id-16184,Permanent,Science
6453,Id-16187,Permanent,Medical Information and Pharmacovigilance
6454,Id-16192,Temporary/Seasonal,Science
6455,Id-16193,Permanent,Science
6456,Id-16194,Permanent,Science
6457,Id-16196,Temporary/Seasonal,Regulatory Affairs
6458,Id-16197,Permanent,Science
6459,Id-16200,Temporary/Seasonal,Medical Information and Pharmacovigilance
6460,Id-16203,Permanent,Science
6461,Id-16204,Permanent,Medical Information and Pharmacovigilance
6462,Id-16205,Permanent,Regulatory Affairs
6463,Id-16206,Permanent,Science
6464,Id-16207,Permanent,Clinical Research
6465,Id-16213,Permanent,Regulatory Affairs
6466,Id-16215,Permanent,Science
6467,Id-16217,Permanent,Science
6468,Id-16218,Temporary/Seasonal,Pharmacy
6469,Id-16219,Temporary/Seasonal,Pharmacy
6470,Id-16221,Permanent,Quality-assurance
6471,Id-16222,Permanent,Medical Information and Pharmacovigilance
6472,Id-16223,Permanent,Science
6473,Id-16224,Permanent,Clinical Research
6474,Id-16226,Permanent,Clinical Research
6475,Id-16230,Permanent,Medical Information and Pharmacovigilance
6476,Id-16232,Permanent,Science
6477,Id-16235,Permanent,Science
6478,Id-16238,Permanent,Medical Information and Pharmacovigilance
6479,Id-16240,Temporary/Seasonal,Pharmacy
6480,Id-16241,Permanent,Medical Information and Pharmacovigilance
6481,Id-16242,Permanent,Science
6482,Id-16245,Permanent,Pharmacy
6483,Id-16248,Permanent,Science
6484,Id-16250,Permanent,Science
6485,Id-16256,Permanent,Regulatory Affairs
6486,Id-16257,Permanent,Clinical Research
6487,Id-16259,Temporary/Seasonal,Pharmacy
6488,Id-16261,Permanent,Pharmacy
6489,Id-16263,Permanent,Regulatory Affairs
6490,Id-16264,Temporary/Seasonal,Regulatory Affairs
6491,Id-16266,Temporary/Seasonal,Pharmacy
6492,Id-16267,Temporary/Seasonal,Regulatory Affairs
6493,Id-16272,Permanent,Science
6494,Id-16273,Temporary/Seasonal,Medical Information and Pharmacovigilance
6495,Id-16280,Permanent,Science
6496,Id-16282,Permanent,Medical Information and Pharmacovigilance
6497,Id-16289,Permanent,Manufacturing & Operations
6498,Id-16291,Permanent,Science
6499,Id-16293,Temporary/Seasonal,Pharmacy
6500,Id-16296,Permanent,Quality-assurance
6501,Id-16299,Permanent,Science
6502,Id-16301,Permanent,Regulatory Affairs
6503,Id-16302,Permanent,Medical Information and Pharmacovigilance
6504,Id-16305,Permanent,Science
6505,Id-16306,Permanent,Science
6506,Id-16307,Permanent,Science
6507,Id-16308,Permanent,Clinical Research
6508,Id-16310,Permanent,Quality-assurance
6509,Id-16313,Permanent,Clinical Research
6510,Id-16315,Permanent,Regulatory Affairs
6511,Id-16316,Permanent,Clinical Research
6512,Id-16317,Permanent,Medical Information and Pharmacovigilance
6513,Id-16318,Temporary/Seasonal,Pharmacy
6514,Id-16322,Permanent,Science
6515,Id-16324,Permanent,Science
6516,Id-16329,Permanent,Regulatory Affairs
6517,Id-16332,Permanent,Science
6518,Id-16333,Permanent,Science
6519,Id-16334,Temporary/Seasonal,Medical Information and Pharmacovigilance
6520,Id-16335,Permanent,Regulatory Affairs
6521,Id-16339,Permanent,Science
6522,Id-16342,Permanent,Medical Information and Pharmacovigilance
6523,Id-16343,Permanent,Medical Information and Pharmacovigilance
6524,Id-16344,Temporary/Seasonal,Pharmacy
6525,Id-16347,Temporary/Seasonal,Pharmacy
6526,Id-16351,Permanent,Pharmacy
6527,Id-16355,Permanent,Science
6528,Id-16356,Temporary/Seasonal,Medical Information and Pharmacovigilance
6529,Id-16357,Permanent,Regulatory Affairs
6530,Id-16359,Permanent,"Pharmaceutical, Healthcare and Medical Sales"
6531,Id-16364,Any,Pharmacy
6532,Id-16370,Temporary/Seasonal,Pharmacy
6533,Id-16373,Permanent,Medical Information and Pharmacovigilance
6534,Id-16377,Permanent,Medical Information and Pharmacovigilance
6535,Id-16386,Permanent,Science
6536,Id-16387,Permanent,Pharmacy
6537,Id-16389,Temporary/Seasonal,Pharmacy
6538,Id-16392,Temporary/Seasonal,Pharmacy
6539,Id-16397,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
6540,Id-16398,Permanent,Science
6541,Id-16399,Permanent,Science
6542,Id-16405,Temporary/Seasonal,Pharmacy
6543,Id-16406,Temporary/Seasonal,Medical Information and Pharmacovigilance
6544,Id-16409,Permanent,Medical Information and Pharmacovigilance
6545,Id-16410,Permanent,Pharmacy
6546,Id-16411,Permanent,Science
6547,Id-16412,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
6548,Id-16414,Permanent,Medical Affairs / Pharmaceutical Physician
6549,Id-16418,Temporary/Seasonal,Pharmacy
6550,Id-16422,Permanent,Science
6551,Id-16423,Permanent,Science
6552,Id-16424,Permanent,Medical Affairs / Pharmaceutical Physician
6553,Id-16425,Temporary/Seasonal,Pharmacy
6554,Id-16426,Temporary/Seasonal,Regulatory Affairs
6555,Id-16428,Temporary/Seasonal,Pharmacy
6556,Id-16429,Permanent,Science
6557,Id-16430,Part-Time,Pharmacy
6558,Id-16431,Permanent,Clinical Research
6559,Id-16436,Permanent,Science
6560,Id-16438,Temporary/Seasonal,Pharmacy
6561,Id-16440,Permanent,Science
6562,Id-16441,Permanent,Regulatory Affairs
6563,Id-16443,Permanent,Medical Information and Pharmacovigilance
6564,Id-16444,Temporary/Seasonal,Pharmacy
6565,Id-16447,Permanent,Clinical Research
6566,Id-16451,Permanent,Science
6567,Id-16453,Permanent,Regulatory Affairs
6568,Id-16455,Permanent,Science
6569,Id-16458,Permanent,Regulatory Affairs
6570,Id-16459,Permanent,Science
6571,Id-16465,Any,Pharmacy
6572,Id-16466,Temporary/Seasonal,Pharmacy
6573,Id-16470,Temporary/Seasonal,Science
6574,Id-16471,Permanent,Regulatory Affairs
6575,Id-16472,Permanent,Clinical Research
6576,Id-16473,Permanent,Science
6577,Id-16475,Any,Regulatory Affairs
6578,Id-16476,Permanent,Science
6579,Id-16480,Permanent,Science
6580,Id-16481,Permanent,Quality-assurance
6581,Id-16482,Temporary/Seasonal,Pharmacy
6582,Id-16483,Permanent,Science
6583,Id-16484,Temporary/Seasonal,Medical Information and Pharmacovigilance
6584,Id-16490,Permanent,Regulatory Affairs
6585,Id-16492,Permanent,Medical Information and Pharmacovigilance
6586,Id-16500,Permanent,Regulatory Affairs
6587,Id-16501,Temporary/Seasonal,Medical Information and Pharmacovigilance
6588,Id-16510,Permanent,Medical Affairs / Pharmaceutical Physician
6589,Id-16512,Permanent,Medical Affairs / Pharmaceutical Physician
6590,Id-16514,Permanent,Clinical Research
6591,Id-16516,Temporary/Seasonal,Regulatory Affairs
6592,Id-16518,Permanent,Science
6593,Id-16521,Permanent,Regulatory Affairs
6594,Id-16522,Any,Pharmacy
6595,Id-16523,Permanent,Pharmacy
6596,Id-16529,Part-Time,Pharmacy
6597,Id-16535,Permanent,Science
6598,Id-16537,Permanent,Regulatory Affairs
6599,Id-16538,Temporary/Seasonal,Regulatory Affairs
6600,Id-16542,Permanent,Science
6601,Id-16545,Permanent,Science
6602,Id-16550,Permanent,Regulatory Affairs
6603,Id-16551,Permanent,Regulatory Affairs
6604,Id-16557,Temporary/Seasonal,Regulatory Affairs
6605,Id-16558,Permanent,Clinical Research
6606,Id-16559,Permanent,Medical Affairs / Pharmaceutical Physician
6607,Id-16564,Permanent,Science
6608,Id-16566,Permanent,Science
6609,Id-16567,Permanent,Medical Information and Pharmacovigilance
6610,Id-16574,Permanent,"Pharmaceutical, Healthcare and Medical Sales"
6611,Id-16577,Permanent,Manufacturing & Operations
6612,Id-16580,Permanent,Regulatory Affairs
6613,Id-16584,Permanent,Regulatory Affairs
6614,Id-16586,Permanent,Science
6615,Id-16587,Temporary/Seasonal,Pharmacy
6616,Id-16590,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
6617,Id-16592,Temporary/Seasonal,Pharmacy
6618,Id-16597,Permanent,Science
6619,Id-16598,Temporary/Seasonal,Pharmacy
6620,Id-16600,Permanent,Regulatory Affairs
6621,Id-16601,Temporary/Seasonal,Pharmacy
6622,Id-16603,Permanent,Regulatory Affairs
6623,Id-16604,Permanent,Science
6624,Id-16606,Permanent,Clinical Research
6625,Id-16611,Any,Pharmacy
6626,Id-16613,Permanent,Medical Affairs / Pharmaceutical Physician
6627,Id-16615,Permanent,Regulatory Affairs
6628,Id-16618,Permanent,Medical Information and Pharmacovigilance
6629,Id-16619,Permanent,Science
6630,Id-16623,Permanent,Science
6631,Id-16624,Permanent,Quality-assurance
6632,Id-16625,Permanent,Manufacturing & Operations
6633,Id-16628,Permanent,Quality-assurance
6634,Id-16632,Temporary/Seasonal,Pharmacy
6635,Id-16634,Permanent,Science
6636,Id-16636,Permanent,Science
6637,Id-16637,Temporary/Seasonal,Pharmacy
6638,Id-16638,Permanent,Science
6639,Id-16639,Temporary/Seasonal,Pharmacy
